nombre,indipais,telefono,,,,,,,,,,,,,,,,,,,,,
MOUNTAIN FOOD SAS,57,3102547457,,,,,,,,,,,,,,,,,,,,,
C.I. VIDFRUIT LTDA,57,3102571232,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS DE BELLEZA ANA MARÍA S.A.,57,3102575887,,,,,,,,,,,,,,,,,,,,,
GLOBE LOGISTICS SERVICES SAS,57,3102576198,,,,,,,,,,,,,,,,,,,,,
ALLBREAKER,57,3102586503,,,,,,,,,,,,,,,,,,,,,
DISEÑOS CONTEXTURA SAS,57,3102625339,,,,,,,,,,,,,,,,,,,,,
SERVILLETAS Y ROLLOS DE PAPEL SAS,57,3102629133,,,,,,,,,,,,,,,,,,,,,
ALTALENE SA,57,3102630177,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES ITALO S.A.,57,3102637909,,,,,,,,,,,,,,,,,,,,,
ORGANIC GARDEN SAS,57,3102644984,,,,,,,,,,,,,,,,,,,,,
EMPAQUETADURAS FEYCO LTDA.,57,3102652803,,,,,,,,,,,,,,,,,,,,,
GRUPO BERNIER SAS,57,3102660627,,,,,,,,,,,,,,,,,,,,,
CREACIONES Y DISEÑOS ESRRYBERS SOCIEDAD POR ACCIONES SIMPLIFICADA S A S,57,3102710985,,,,,,,,,,,,,,,,,,,,,
PUMORI SAS,57,3102727988,,,,,,,,,,,,,,,,,,,,,
C.I. WOLF WOLF LATIN AMERICA S.A.,57,3102731873,,,,,,,,,,,,,,,,,,,,,
PANAMERICANA FORMAS E IMPRESOS S.A,57,3102742435,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS PA'SOÑAR LTDA,57,3102747637,,,,,,,,,,,,,,,,,,,,,
TOSCANA Y SORRENTO GOURMET SAS,57,3102760145,,,,,,,,,,,,,,,,,,,,,
DOTAHERLOGO S.A.,57,3102797799,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS PANNEL FILTER SAS,57,3102935147,,,,,,,,,,,,,,,,,,,,,
ROPIM S.A.,57,3102998315,,,,,,,,,,,,,,,,,,,,,
NUBIXAR,57,3103014130,,,,,,,,,,,,,,,,,,,,,
AQUATICA LTDA,57,3103048148,,,,,,,,,,,,,,,,,,,,,
INTECPLAST S.A.S,57,3103053780,,,,,,,,,,,,,,,,,,,,,
ACERTEK SAS,57,3103058115,,,,,,,,,,,,,,,,,,,,,
CURVE & CO,57,3103083371,,,,,,,,,,,,,,,,,,,,,
CINCOR MARROQUINERA SAS,57,3103092077,,,,,,,,,,,,,,,,,,,,,
CINCOR MARROQUINERA SAS,57,3103092077,,,,,,,,,,,,,,,,,,,,,
ALIANZA GRAFICA S.A.,57,3103093154,,,,,,,,,,,,,,,,,,,,,
CACAOS SAS,57,3103099042,,,,,,,,,,,,,,,,,,,,,
ORGANIC GARDEN SAS,57,3103202780,,,,,,,,,,,,,,,,,,,,,
NATIVA PRODUCE SAS,57,3103223897,,,,,,,,,,,,,,,,,,,,,
C.I. NEW FACE LTDA,57,3103232615,,,,,,,,,,,,,,,,,,,,,
MW MOVING WEB SAS,57,3103239969,,,,,,,,,,,,,,,,,,,,,
FUNDACION ABOOD SHAIO,57,3103249070,,,,,,,,,,,,,,,,,,,,,
ELECTROBIOMEDICAL S.A.S.,57,3103292661,,,,,,,,,,,,,,,,,,,,,
D Y J STILOS,57,3103313814,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS GOING,57,3103344863,,,,,,,,,,,,,,,,,,,,,
SABANA PRODUCE S.A.S.,57,3103353422,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZAORA HANNA CROW S.A.S,57,3103375574,,,,,,,,,,,,,,,,,,,,,
MARCHEN S.A.,57,3103376063,,,,,,,,,,,,,,,,,,,,,
TEAM FOODS COLOMBIA S.A,57,3103411860,,,,,,,,,,,,,,,,,,,,,
SUMA PRODUCCIONES LTDA,57,3103419532,,,,,,,,,,,,,,,,,,,,,
CATAPULTA PRODUCCIONES,57,3103488142,,,,,,,,,,,,,,,,,,,,,
BASCULAS PROMETALICOS S.A.,57,3103505098,,,,,,,,,,,,,,,,,,,,,
UNIPACK COLOMBIA SAS,57,3103639554,,,,,,,,,,,,,,,,,,,,,
OLMUÉ COLOMBIA SAS,57,3103700700,,,,,,,,,,,,,,,,,,,,,
C.I. MODA PARAISO S.A.S.,57,3103737761,,,,,,,,,,,,,,,,,,,,,
LA HONDURA SA CIVIL,57,3103746363,,,,,,,,,,,,,,,,,,,,,
C.I. SUPER DE ALIMENTOS S.A,57,3103758458,,,,,,,,,,,,,,,,,,,,,
CLICKEO,57,3103809153,,,,,,,,,,,,,,,,,,,,,
KINIRA SWIMWEAR,57,3103845268,,,,,,,,,,,,,,,,,,,,,
CLICKEO,57,3103865601,,,,,,,,,,,,,,,,,,,,,
MANITOBA LTDA,57,3103885750,,,,,,,,,,,,,,,,,,,,,
NOVESTAMPADOS S.A.S,57,3103886810,,,,,,,,,,,,,,,,,,,,,
ICOMALLAS S.A.,57,3103887206,,,,,,,,,,,,,,,,,,,,,
COLOMBIAN LINGERIE,57,3103891347,,,,,,,,,,,,,,,,,,,,,
SURAMERICANA DE GUANTES SAS,57,3103892014,,,,,,,,,,,,,,,,,,,,,
JEMAVA S.A.S. (AMARONE JEWELS),57,3103894437,,,,,,,,,,,,,,,,,,,,,
AGROINDUSTRIA LUMIN SAS,57,3103897791,,,,,,,,,,,,,,,,,,,,,
AGROINDUSTRIA LUMIN SAS,57,3103897791,,,,,,,,,,,,,,,,,,,,,
BGONIMA FLOWERS S.A.S,57,3103903830,,,,,,,,,,,,,,,,,,,,,
LABORATORIO VITTAL SAS,57,3103905588,,,,,,,,,,,,,,,,,,,,,
GRUPO ACTI S.A.S.,57,3103964775,,,,,,,,,,,,,,,,,,,,,
PROQUIDENT S.A.,57,3103996564,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS SAN FELIPE S.A.S,57,3104042377,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS DE ACERO S.A.S,57,3104055865,,,,,,,,,,,,,,,,,,,,,
INSUMATEX SAS,57,3104068321,,,,,,,,,,,,,,,,,,,,,
PUNTO G LINGERIE S.A.S.,57,3104071541,,,,,,,,,,,,,,,,,,,,,
PLASTINOVO S.A.S,57,3104077597,,,,,,,,,,,,,,,,,,,,,
COMBIA INSPIRACION SAS,57,3104090095,,,,,,,,,,,,,,,,,,,,,
ROPA DE DORMIR ADRIANA ARANGO S.A.S.,57,3104094607,,,,,,,,,,,,,,,,,,,,,
ROPA DE DORMIR ADRIANA ARANGO S.A.S.,57,3104094607,,,,,,,,,,,,,,,,,,,,,
VISION TECNOLOGICA SAS,57,3104120294,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES INTEGRALES S.A.,57,3104123771,,,,,,,,,,,,,,,,,,,,,
MAPAMA S.A.,57,3104125783,,,,,,,,,,,,,,,,,,,,,
PASABOCAS PATTY S.A.S,57,3104135563,,,,,,,,,,,,,,,,,,,,,
PROVEINDUSTRIALES BPO S.A.S KOMPRAS BPO,57,3104145848,,,,,,,,,,,,,,,,,,,,,
JEMAVA S.A.S. (AMARONE JEWELS),57,3104155723,,,,,,,,,,,,,,,,,,,,,
LAS OLAS LOUNGE S.A.S,57,3104171040,,,,,,,,,,,,,,,,,,,,,
RESFUR S.A.S,57,3104179241,,,,,,,,,,,,,,,,,,,,,
ALPILU SAS,57,3104191302,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS HIGIETEX S.A.S.,57,3104210724,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS TAUFIK SAS,57,3104220876,,,,,,,,,,,,,,,,,,,,,
PROQUIDENT S.A.,57,3104221545,,,,,,,,,,,,,,,,,,,,,
MADECO S.A.S,57,3104225760,,,,,,,,,,,,,,,,,,,,,
C.I. CONTIERRA S.A.,57,3104232029,,,,,,,,,,,,,,,,,,,,,
GOMEZUR TROPICAL S.A.S,57,3104234455,,,,,,,,,,,,,,,,,,,,,
GOMEZUR TROPICAL S.A.S,57,3104234455,,,,,,,,,,,,,,,,,,,,,
BEATRIZ HELENA PELAEZ ESTRADA,57,3104243227,,,,,,,,,,,,,,,,,,,,,
SOLUTIONS FOR DIRECT SELLING S.A.S,57,3104247718,,,,,,,,,,,,,,,,,,,,,
PUNTO G LINGERIE S.A.S.,57,3104254808,,,,,,,,,,,,,,,,,,,,,
BEATRIZ HELENA PELAEZ ESTRADA,57,3104264949,,,,,,,,,,,,,,,,,,,,,
COOPERATIVA COLANTA,57,3104268494,,,,,,,,,,,,,,,,,,,,,
LA HONDURA SA CIVIL,57,3104269568,,,,,,,,,,,,,,,,,,,,,
GRÁFICAS MODERNAS S.A.,57,3104284439,,,,,,,,,,,,,,,,,,,,,
COMPAÑIA DE PIJAMAS GB SAS,57,3104310411,,,,,,,,,,,,,,,,,,,,,
BGONIMA FLOWERS S.A.S,57,3104354513,,,,,,,,,,,,,,,,,,,,,
PROYECTOS INYECCION PLASTICA SAS,57,3104368664,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA LOPEZ VELEZ S.A.S,57,3104394907,,,,,,,,,,,,,,,,,,,,,
INNOVA CORPORACION SAS,57,3104414615,,,,,,,,,,,,,,,,,,,,,
ZONATEX S.A.S,57,3104440291,,,,,,,,,,,,,,,,,,,,,
SACHA TRADING CO. S.A.S,57,3104448678,,,,,,,,,,,,,,,,,,,,,
FIORA MARROQUINERIA PIELES DE PESCADO,57,3104477663,,,,,,,,,,,,,,,,,,,,,
HALCA & SVS S.A.S.,57,3104491775,,,,,,,,,,,,,,,,,,,,,
PAPELCARD S.A.S,57,3104491888,,,,,,,,,,,,,,,,,,,,,
CHATOS S.A.S,57,3104493908,,,,,,,,,,,,,,,,,,,,,
LAVAGEL S.A.S,57,3104496657,,,,,,,,,,,,,,,,,,,,,
CAUCHOS Y DERIVADOS. .S.A.S CADELI,57,3104497536,,,,,,,,,,,,,,,,,,,,,
DECIBELIOS SAS,57,3104499612,,,,,,,,,,,,,,,,,,,,,
TECNOLOGIA EN CUBRIMIENTO TOPTEC S.A.,57,3104517741,,,,,,,,,,,,,,,,,,,,,
MADECO S.A.S,57,3104521310,,,,,,,,,,,,,,,,,,,,,
MADEMECO S.A.,57,3104529624,,,,,,,,,,,,,,,,,,,,,
NORMANDY S.A.,57,3104550033,,,,,,,,,,,,,,,,,,,,,
GOMEZUR TROPICAL S.A.S,57,3104551536,,,,,,,,,,,,,,,,,,,,,
GOMEZUR TROPICAL S.A.S,57,3104551536,,,,,,,,,,,,,,,,,,,,,
TEAM FOODS COLOMBIA S.A,57,3104613601,,,,,,,,,,,,,,,,,,,,,
ANGLETON GROUP SAS,57,3104619514,,,,,,,,,,,,,,,,,,,,,
GRUPO HISTORIA DE AMOR S.A.S.,57,3104695132,,,,,,,,,,,,,,,,,,,,,
GRUPO HISTORIA DE AMOR S.A.S.,57,3104695132,,,,,,,,,,,,,,,,,,,,,
AGROINDUSTRIA PANELERA SAN ANTONIO COLOMBIA SA,57,3104706102,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS ROMIL S.A.S.,57,3104724837,,,,,,,,,,,,,,,,,,,,,
ESCOBAR Y MARTINEZ S.A.,57,3104797725,,,,,,,,,,,,,,,,,,,,,
MARCLAIS DE COLOMBIA,57,3104808861,,,,,,,,,,,,,,,,,,,,,
MARCLAIS DE COLOMBIA,57,3104808866,,,,,,,,,,,,,,,,,,,,,
MODINCO S.A.,57,3104813625,,,,,,,,,,,,,,,,,,,,,
HACIENDA CAFETERA LA PRADERA,57,3104818147,,,,,,,,,,,,,,,,,,,,,
TOCAZ LTDA,57,3104851803,,,,,,,,,,,,,,,,,,,,,
INVERSIONES ILLUSION FACTORY LTDA,57,3104860615,,,,,,,,,,,,,,,,,,,,,
BARDOT S.A.,57,3104882604,,,,,,,,,,,,,,,,,,,,,
LOS CEDROS HARDWOOD FLOORING SAS CI,57,3104884253,,,,,,,,,,,,,,,,,,,,,
CINAGRO. COMPAÑÍA DE INSUMOS AGRÍCOLAS LTDA,57,3104888521,,,,,,,,,,,,,,,,,,,,,
CLOUDEX SAS,57,3104983744,,,,,,,,,,,,,,,,,,,,,
INNOVA CORPORACION SAS,57,3105036582,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS LICOL S.A.S.,57,3105038278,,,,,,,,,,,,,,,,,,,,,
166 SIMPLE MAKEUP,57,3105050579,,,,,,,,,,,,,,,,,,,,,
INVERSIONES SAMANTHA & CIA S.A.S,57,3105057319,,,,,,,,,,,,,,,,,,,,,
INVERSIONES IDERNA S.A.,57,3105067043,,,,,,,,,,,,,,,,,,,,,
ANTTONINAS S.A.S,57,3105110564,,,,,,,,,,,,,,,,,,,,,
DISEÑOS SLJ SAS,57,3105131361,,,,,,,,,,,,,,,,,,,,,
C.I. CONFECCIONES CALAR S.A,57,3105177012,,,,,,,,,,,,,,,,,,,,,
MAGNETRON ZONA FRANCA,57,3105266778,,,,,,,,,,,,,,,,,,,,,
PROYECTOS INYECCION PLASTICA SAS,57,3105361044,,,,,,,,,,,,,,,,,,,,,
CELESTIAL,57,3105415975,,,,,,,,,,,,,,,,,,,,,
PLASTINOVO S.A.S,57,3105441491,,,,,,,,,,,,,,,,,,,,,
BCB EXPORTACIONES SAS,57,3105449537,,,,,,,,,,,,,,,,,,,,,
BCB EXPORTACIONES SAS,57,3105449537,,,,,,,,,,,,,,,,,,,,,
INVERSIONES STIVALI SAS,57,3105509300,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES PONTEBELLA SAS,57,3105531929,,,,,,,,,,,,,,,,,,,,,
CINAGRO. COMPAÑÍA DE INSUMOS AGRÍCOLAS LTDA,57,3105561997,,,,,,,,,,,,,,,,,,,,,
CASALUKER S.A,57,3105595780,,,,,,,,,,,,,,,,,,,,,
LAB INTERACTIVOS S.A.S,57,3105608938,,,,,,,,,,,,,,,,,,,,,
LAB INTERACTIVOS S.A.S,57,3105608938,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS RICAL LTDA.,57,3105617193,,,,,,,,,,,,,,,,,,,,,
VICAL TRABAJADORES SAS,57,3105626170,,,,,,,,,,,,,,,,,,,,,
INVERSIONES STIVALI SAS,57,3105630065,,,,,,,,,,,,,,,,,,,,,
ECORGANICOS DE COLOMBIA S.A.S C-I,57,3105689372,,,,,,,,,,,,,,,,,,,,,
PRODUCTORA Y DISTRIBUIDORA DE PRODUCTOS LÁCTEOS Y COMESTIBLES SAS,57,3105710106,,,,,,,,,,,,,,,,,,,,,
ALUVIDRIOS HIPER CENTRO,57,3105725645,,,,,,,,,,,,,,,,,,,,,
PRODUCTORA Y DISTRIBUIDORA DE PRODUCTOS LÁCTEOS Y COMESTIBLES SAS,57,3105747953,,,,,,,,,,,,,,,,,,,,,
CI FLORES COLON LTDA,57,3105776504,,,,,,,,,,,,,,,,,,,,,
C.I. BAND&TEX SAS,57,3105858989,,,,,,,,,,,,,,,,,,,,,
ECORGANICOS DE COLOMBIA S.A.S C-I,57,3105869372,,,,,,,,,,,,,,,,,,,,,
INVERSIONES Y DISTRIBUCIONES SANTANDER LTDA,57,3106092627,,,,,,,,,,,,,,,,,,,,,
AGRICOLA VIYAZARIG SAS,57,3106181276,,,,,,,,,,,,,,,,,,,,,
DISEÑO Y MODA NUEVO MUNDO S.A,57,3106187080,,,,,,,,,,,,,,,,,,,,,
MAGNUS CONSULTING GROUP,57,3106253197,,,,,,,,,,,,,,,,,,,,,
ACERIAS DE COLOMBIA - ACESCO S.A.S,57,3106360101,,,,,,,,,,,,,,,,,,,,,
ACERIAS DE COLOMBIA - ACESCO S.A.S,57,3106538949,,,,,,,,,,,,,,,,,,,,,
ECOCUEROS SA,57,3106609735,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS DELMYP SAS,57,3106669692,,,,,,,,,,,,,,,,,,,,,
COOPERATIVA MULTIACTIVA AGROPECUARIA DE CACAOTEROS DEL DEPARTAMENTO DE ARAUCA,57,3106739337,,,,,,,,,,,,,,,,,,,,,
INT BUSINESS SOLUTIONS,57,3106756431,,,,,,,,,,,,,,,,,,,,,
ORIGEN'S SAS,57,3106850437,,,,,,,,,,,,,,,,,,,,,
AGRICOLA EL CACTUS S.A.,57,3106883707,,,,,,,,,,,,,,,,,,,,,
VIRTUAL TECHNOLOGIES S.A.S.,57,3106884975,,,,,,,,,,,,,,,,,,,,,
ON3D STUDIOS,57,3106950646,,,,,,,,,,,,,,,,,,,,,
STUDIO INC SAS,57,3106964716,,,,,,,,,,,,,,,,,,,,,
BALDOSINES Y PREFABRICADOS SANTA ELENA,57,3106987959,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS ROSS D'ELEN,57,3107065366,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS ROSS D'ELEN,57,3107065367,,,,,,,,,,,,,,,,,,,,,
LADRILLERA LOS CERROS DEL 34 SA,57,3107200700,,,,,,,,,,,,,,,,,,,,,
BUSINESS INTELLIGENCE SERVICES,57,3107373810,,,,,,,,,,,,,,,,,,,,,
HERRAJES ANDINA S.A.S,57,3107424242,,,,,,,,,,,,,,,,,,,,,
C.I. MULTISERVICIOS DE INGENIERÍA 1-A S.A.,57,3107559380,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS SAGA DE COLOMBIA S.A.S,57,3107568802,,,,,,,,,,,,,,,,,,,,,
C.I. NEW FACE LTDA,57,3107619663,,,,,,,,,,,,,,,,,,,,,
FRANCISCO SERRANO,57,3107634896,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES MARACUARIO,57,3107638470,,,,,,,,,,,,,,,,,,,,,
DISCOVERY FARMS,57,3107643432,,,,,,,,,,,,,,,,,,,,,
ITC WILCHES,57,3107661671,,,,,,,,,,,,,,,,,,,,,
C.I. AM. EXPRODCOLOMBIA LTDA,57,3107668305,,,,,,,,,,,,,,,,,,,,,
INVERSIONES Y REPRESENTACIONES VAN LTDA,57,3107674154,,,,,,,,,,,,,,,,,,,,,
INVERSIONES Y REPRESENTACIONES VAN LTDA,57,3107674160,,,,,,,,,,,,,,,,,,,,,
FREE MIND,57,3107720300,,,,,,,,,,,,,,,,,,,,,
SIMETRIA S.A.S,57,3107747232,,,,,,,,,,,,,,,,,,,,,
SIMETRIA S.A.S,57,3107747233,,,,,,,,,,,,,,,,,,,,,
MOUNTAIN FOOD SAS,57,3107855107,,,,,,,,,,,,,,,,,,,,,
PIENZA MEETING DE COLOMBIA S.A.S,57,3107859891,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES CARIBEAN S.A.S.,57,3107870251,,,,,,,,,,,,,,,,,,,,,
ESVAL INDUSTRIAL S.A.S,57,3107874284,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES JOANS JEANS,57,3107928786,,,,,,,,,,,,,,,,,,,,,
FRIPARTS S.A.S,57,3107977343,,,,,,,,,,,,,,,,,,,,,
NATIVA PRODUCE SAS,57,3108019836,,,,,,,,,,,,,,,,,,,,,
JAVAR SAS,57,3108033680,,,,,,,,,,,,,,,,,,,,,
JAVAR SAS,57,3108033680,,,,,,,,,,,,,,,,,,,,,
ACHIRAS DEL HUILA LTDA.,57,3108038179,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES DAVINCHI,57,3108066154,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES RANGUID,57,3108066155,,,,,,,,,,,,,,,,,,,,,
SHER S.A.,57,3108091627,,,,,,,,,,,,,,,,,,,,,
CONSORCIO DE CONFECCIONES S.A.,57,3108095578,,,,,,,,,,,,,,,,,,,,,
CALZADO GINO FIRENZI S.A.S,57,3108097558,,,,,,,,,,,,,,,,,,,,,
ELECTRICOS INTERNACIONAL LTDA.,57,3108121740,,,,,,,,,,,,,,,,,,,,,
MONPLAST SAS,57,3108130269,,,,,,,,,,,,,,,,,,,,,
SABAJON APOLO S. A.,57,3108137707,,,,,,,,,,,,,,,,,,,,,
INDYMETAL LTDA,57,3108138951,,,,,,,,,,,,,,,,,,,,,
COOCENTRAL,57,3108164854,,,,,,,,,,,,,,,,,,,,,
PRIME FOODS S.A.S.,57,3108171014,,,,,,,,,,,,,,,,,,,,,
GRUPO BIZ COLOMBIA SAS,57,3108178794,,,,,,,,,,,,,,,,,,,,,
SABAJON APOLO S. A.,57,3108190407,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL TRADING HEALTHY FRUITS S.A.S.,57,3108198231,,,,,,,,,,,,,,,,,,,,,
ATL ROPA DEPORTIVA SAS,57,3108211160,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS YULI S.A,57,3108212676,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS CORY SAS,57,3108228190,,,,,,,,,,,,,,,,,,,,,
BIZZ FASHION S.A.S.,57,3108236108,,,,,,,,,,,,,,,,,,,,,
C.I. INVERSIONES ARANGO MESA S.A.S,57,3108240455,,,,,,,,,,,,,,,,,,,,,
C.I. INVERSIONES ARANGO MESA S.A.S,57,3108240455,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS TAUFIK SAS,57,3108253540,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS ECAR S.A.,57,3108289339,,,,,,,,,,,,,,,,,,,,,
PASTELPAN S.A.S,57,3108306503,,,,,,,,,,,,,,,,,,,,,
LABORATORIO VITTAL SAS,57,3108315696,,,,,,,,,,,,,,,,,,,,,
EVERFIT S.A,57,3108326511,,,,,,,,,,,,,,,,,,,,,
GRUPO ACTI S.A.S.,57,3108398187,,,,,,,,,,,,,,,,,,,,,
UNICO INTERIOR SAS,57,3108424003,,,,,,,,,,,,,,,,,,,,,
BELLEZA EXPRESS S.A.,57,3108432186,,,,,,,,,,,,,,,,,,,,,
PRODUCTORA Y COMERCIALIZADORA LAS VEGAS S.A.S,57,3108452870,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA DE GALLETAS GRECO SA,57,3108453876,,,,,,,,,,,,,,,,,,,,,
TELECINCO S.A.S,57,3108455628,,,,,,,,,,,,,,,,,,,,,
ALSEC S.A,57,3108484985,,,,,,,,,,,,,,,,,,,,,
KASA WHOLEFOODS COMPANY SAS,57,3108505748,,,,,,,,,,,,,,,,,,,,,
AGROINDUSTRIA GUACARI S.A.S,57,3108511250,,,,,,,,,,,,,,,,,,,,,
BOTAS BOTERINE,57,3108562764,,,,,,,,,,,,,,,,,,,,,
FRUTISIMA LTDA,57,3108564305,,,,,,,,,,,,,,,,,,,,,
NATHALIE SERRANO MENESES ( PARISOTTO),57,3108567711,,,,,,,,,,,,,,,,,,,,,
EUPHORIANET SAS,57,3108569712,,,,,,,,,,,,,,,,,,,,,
POWEL CONTINENTAL LTDA,57,3108588087,,,,,,,,,,,,,,,,,,,,,
POWEL CONTINENTAL LTDA,57,3108592078,,,,,,,,,,,,,,,,,,,,,
CREATIVIVO SAS,57,3108596615,,,,,,,,,,,,,,,,,,,,,
DISVINILOS SAS,57,3108604737,,,,,,,,,,,,,,,,,,,,,
AVE COLOMBIANA S.A.S.,57,3108610968,,,,,,,,,,,,,,,,,,,,,
TOCAZ LTDA,57,3108676176,,,,,,,,,,,,,,,,,,,,,
ITC WILCHES,57,3108682467,,,,,,,,,,,,,,,,,,,,,
SEPTIMANA,57,3108695312,,,,,,,,,,,,,,,,,,,,,
TRAPEROS EL MEJOR LTDA,57,3108696554,,,,,,,,,,,,,,,,,,,,,
CREACIONES MAYATEX,57,3108703264,,,,,,,,,,,,,,,,,,,,,
CREACIONES MAYATEX,57,3108703267,,,,,,,,,,,,,,,,,,,,,
GRUPO KOYO,57,3108753374,,,,,,,,,,,,,,,,,,,,,
ALUVIDRIOS HIPER CENTRO,57,3108762075,,,,,,,,,,,,,,,,,,,,,
COLOMBIANA AGRICOLA DE ALIMENTOS SAS,57,3108771658,,,,,,,,,,,,,,,,,,,,,
CINTALAST,57,3108807683,,,,,,,,,,,,,,,,,,,,,
SOCIEDAD UNIDA DE ELECTRODOMESTICOS S.A.,57,3108813013,,,,,,,,,,,,,,,,,,,,,
LADRILLERA CASABLANCA S.A.S.,57,3108817341,,,,,,,,,,,,,,,,,,,,,
DOTAHERLOGO S.A.,57,3108819545,,,,,,,,,,,,,,,,,,,,,
MADERFORMAS SAS,57,3108855899,,,,,,,,,,,,,,,,,,,,,
MAPAMA S.A.,57,3108913309,,,,,,,,,,,,,,,,,,,,,
THIS FRUTA SAS,57,3108919504,,,,,,,,,,,,,,,,,,,,,
BONDI TRADERS SAS,57,3112049372,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS ALIMENTICIOS JOHE SAS,57,3112053235,,,,,,,,,,,,,,,,,,,,,
GRUPO JANLIR S.A.S,57,3112063664,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS VALEN SAS,57,3112102774,,,,,,,,,,,,,,,,,,,,,
CIDENET SAS,57,3112103291,,,,,,,,,,,,,,,,,,,,,
FINART S.A.,57,3112108545,,,,,,,,,,,,,,,,,,,,,
PROCAFECOL S.A.,57,3112145853,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS GOING,57,3112239381,,,,,,,,,,,,,,,,,,,,,
D-TAL SAS,57,3112267252,,,,,,,,,,,,,,,,,,,,,
BONDI TRADERS SAS,57,3112275685,,,,,,,,,,,,,,,,,,,,,
FLP PROCESADOS SAS,57,3112317841,,,,,,,,,,,,,,,,,,,,,
SOLUCIONES MDS S.A.S.,57,3112324129,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS D'NUSA,57,3112329442,,,,,,,,,,,,,,,,,,,,,
TERRANOVA SWIMWEAR SAS,57,3112359697,,,,,,,,,,,,,,,,,,,,,
PROTECCIÓN Y DOTACIÓN ESPECIALIZADA PROTECORP SAS,57,3112372997,,,,,,,,,,,,,,,,,,,,,
IMÁS DIGITAL,57,3112389748,,,,,,,,,,,,,,,,,,,,,
CFC SAS,57,3112538653,,,,,,,,,,,,,,,,,,,,,
INVERSIONES TALU SAS,57,3112548539,,,,,,,,,,,,,,,,,,,,,
WAKAMAYA DIGITAL S.A.S,57,3112573655,,,,,,,,,,,,,,,,,,,,,
SEPTIMANA,57,3112630373,,,,,,,,,,,,,,,,,,,,,
TECH4RIDERS S.A.S.,57,3112679758,,,,,,,,,,,,,,,,,,,,,
APEX GROUP,57,3112750116,,,,,,,,,,,,,,,,,,,,,
BARRANQUILLA INDUSTRIAL DE CONFECCIONES SA,57,3112762919,,,,,,,,,,,,,,,,,,,,,
DIPSA FOOD SAS,57,3112780472,,,,,,,,,,,,,,,,,,,,,
POLIMES S.A.,57,3112860770,,,,,,,,,,,,,,,,,,,,,
POLIMES S.A.,57,3112860773,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS RICAL LTDA.,57,3112860852,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS BRAHMA S.A.S,57,3112942523,,,,,,,,,,,,,,,,,,,,,
C.I DISEÑOS Y SISTEMAS LTDA,57,3113003666,,,,,,,,,,,,,,,,,,,,,
HARINERA DEL VALLE S.A.,57,3113004108,,,,,,,,,,,,,,,,,,,,,
CONSORCIO DE CONFECCIONES S.A.,57,3113007670,,,,,,,,,,,,,,,,,,,,,
PROMOTORA DE COMERCIO SOCIAL,57,3113007718,,,,,,,,,,,,,,,,,,,,,
INDUMA S.C.A.,57,3113017009,,,,,,,,,,,,,,,,,,,,,
INVERSIONES IDERNA S.A.,57,3113017826,,,,,,,,,,,,,,,,,,,,,
CHATOS S.A.S,57,3113020193,,,,,,,,,,,,,,,,,,,,,
COOPERATIVA COLANTA,57,3113059136,,,,,,,,,,,,,,,,,,,,,
CI EMTAC SAS - MISTURA TIMEPIECES,57,3113067340,,,,,,,,,,,,,,,,,,,,,
ABRASIVOS DE COLOMBIA S.A,57,3113073513,,,,,,,,,,,,,,,,,,,,,
